precinct,Count
Ford|Spearville Twp|B4000B4,297
Ford|Wheatland Twp|B5000B5,106
Ford|Wilburn Twp|B6000B6,60
Franklin|Appanoose Twp|AT,220
Franklin|Centropolis North Twp|CT000NO,375
Franklin|Centropolis South Twp|CT000SO,398
Franklin|Cutler Twp|CU,504
Franklin|Franklin Twp|FT,944
Franklin|Greenwood Twp|GT,355
Franklin|Harrison Twp|H1,388
Franklin|Hayes Twp|H2,403
Franklin|Homewood Twp|H3,458
Franklin|Lane City|LC,167
Franklin|Lincoln Twp|LT,800
Franklin|Ohio Twp|OH,405
Franklin|Ottawa City Prct 1|OC00001,901
Franklin|Ottawa City Prct 2|OC00002,1096
Franklin|Ottawa City Prct 3|OC00003,648
Franklin|Ottawa City Prct 4|OC00004,1890
Franklin|Ottawa City Prct 6|OC00006,686
Franklin|Ottawa City Prct 7|OC00007,1963
Franklin|Ottawa City Prct 8|OC00008,1789
Franklin|Ottawa Twp|OT,673
Franklin|Peoria Twp|PE,572
Franklin|Pomona City|PC,590
Franklin|Pomona Twp|PO,168
Franklin|Pottawatomie Twp|PT,317
Franklin|Princeton City|PR,197
Franklin|Rantoul City|RC,122
Franklin|Richmond City|RI,297
Franklin|Richmond Twp|RT,263
Franklin|Wellsville City|WC,1350
Franklin|Williamsburg City|WI,225
Franklin|Williamsburg Twp|WT,267
Geary|Blakely Township|BL00005,89
Geary|Fort Riley Pecinct B H68|SH0BA,964
Geary|Fort Riley Precinct A H65|SH0A1,713
Geary|Fort Riley Precinct B H65|SH0B,616
Geary|Grandview Plaza Precinct|JE00008,951
Geary|Jackson Township|JA00010,59
Geary|Jefferson  (Jefferson)|JE00006,355
Geary|Liberty Township|LI00011,155
Geary|Lyon Township|LY00003,243
Geary|Milford City|MC0001,304
Geary|Milford Township|MI00001,1023
Geary|Smoky Hill Twp Precinct 2|SH002AB,8
Geary|Smoky Hill Twp Precinct 3|SH002B,153
Geary|Smoky Hill Twp Precinct 4|SH002AA,117
Geary|Smoky Hill Twp Precinct 5 H65|SH0021A,255
Geary|Smoky Hill Twp Precinct 5 H68|SH00021,35
Geary|Smoky Hill Twp Precinct 6 H68|SH002A6,59
Geary|Ward 1 Precinct 1|110001,619
Geary|Ward 1 Precinct 2 H65|110002,344
Geary|Ward 1 Precinct 2 H68|110002A,110
Geary|Ward 1 Precinct 3 H65|110003,320
Geary|Ward 1 Precinct 3 H68|110003A,303
Geary|Ward 1 Precinct 4|110004,1058
Geary|Ward 1 Precinct 5 H65|11005A,223
Geary|Ward 1 Precinct 5 H68|11005AA,443
Geary|Ward 1 Precinct 6 H65|11006A,573
Geary|Ward 1 Precinct 6 H68|11006AA,448
Geary|Ward 1 Precinct 7 H65|110007,462
Geary|Ward 1 Precinct 7 H68|110007A,742
Geary|Ward 2 Precinct 1 H65|120001,146
Geary|Ward 2 Precinct 1 H68|120001A,109
Geary|Ward 2 Precinct 2|120002,613
Geary|Ward 2 Precinct 3|12004B,135
Geary|Ward 2 Precinct 4|12004A,90
Geary|Ward 2 Precinct 5|120003,564
Geary|Ward 2 Precinct 6|120004,414
Geary|Ward 2 Precinct 7|12005A,1014
Geary|Ward 2 Precinct 8|1205A2,352
Geary|Ward 3 Precinct 1 H65|130001,190
Geary|Ward 3 Precinct 1 H68|130001A,205
Geary|Ward 3 Precinct 2|130002,820
Geary|Ward 3 Precinct 3|120005,1049
Geary|Ward 3 Precinct 4|1205A1,494
Geary|Ward 4 Precinct 1|140001,642
Geary|Ward 4 Precinct 2 H65|140004,383
Geary|Ward 4 Precinct 2 H68|140004A,64
Geary|Ward 4 Precinct 3|140002,956
Geary|Ward 4 Precinct 4|140003,943
Geary|Wingfield|WI00008,135
Gove|Baker|001,836
Gove|Gaeland|005,32
Gove|Gove|006,152
Gove|Grainfield|003,301
Gove|Grinnell|004,311
Gove|Jerome|008,89
Gove|Larrabee|007,27
Gove|Lewis|009,6
Gove|Payne|002,178
Graham|Allodium Township|051,31
Graham|Bogue City|005,108
Graham|Bryant Township|052,57
Graham|Gettysburg Township|053,57
Graham|Graham Township|054,42
Graham|H.C.C. #1|001,136
Graham|H.C.C. #2|002,628
Graham|H.C.C. #3|003,217
Graham|Happy Township|055,39
Graham|Hill City Township #71|071,8
Graham|Hill City Township #72|072,55
Graham|Hill City Township #73|073,44
Graham|Indiana Township|057,24
Graham|Millbrook Township|058,83
Graham|Morlan Township|059,45
Graham|Morland City|004,98
Graham|Nicodemus Township|060,36
Graham|Pioneer Township|061,24
Graham|Solomon Township|062,35
Graham|Wildhorse Township|063,49
Grant|Precinct 004 CC1|004.1,276
Grant|Precinct 004 CC2|004.2,153
Grant|Precinct 004 CC3|004,350
Grant|Ward 1|001,703
Grant|Ward 2|002,1111
Grant|Ward 3|003,1225
Gray|Cimarron City 1|100001,276
Gray|Cimarron City 2|100002,1196
Gray|Cimarron Twp 1|A00001,181
Gray|Cimarron Twp 2|A00002,91
Gray|Copeland City|200003,148
Gray|Copeland Twp|B00003,81
Gray|East Hess Twp|C00004,113
Gray|Ensign City|300004,131
Gray|Foote Twp|D00005,56
Gray|Ingalls City|400006,192
Gray|Ingalls Twp|E00006,170
Gray|Logan Twp|F00007,153
Gray|Montezuma City|500008,416
Gray|Montezuma Twp|G00008,195
Greeley|Horace City|3,66
Greeley|Tribune City|1,566
Greeley|Tribune Township|2,265
Greenwood|Bachelor Twp|BA20000,174
Greenwood|Climax City|140002,48
Greenwood|Eureka Twp|EU30000,312
Greenwood|Fall River City|3F0002,127
Greenwood|Fall River Twp|FR40001,103
Greenwood|Hamilton City|450002,182
Greenwood|Janesville Twp|JV50001,160
Greenwood|Lane Twp|LN60001,28
Greenwood|Madison City|570002,475
Greenwood|Madison Twp|MD70001,250
Greenwood|Otter Creek Twp|OC80000,124
Greenwood|Pleasant Grove Twp|PG90000,41
Greenwood|Quincy Twp|QUA0000,100
Greenwood|S Salem Twp|SSE0000,77
Greenwood|Salem Twp|SAB0000,28
Greenwood|Salt Springs Twp|STF0001,205
Greenwood|Severy City|6G0002,166
Greenwood|Shell Rock Twp|SRD0000,120
Greenwood|Spring Creek Twp|SCC0000,99
Greenwood|Twin Grove Twp|TGG0001,203
Greenwood|Virgil City|760002,39
Greenwood|Ward 1|XX0001,623
Greenwood|Ward 2|YY0002,428
Greenwood|Ward 3|ZZ0003,511
Hamilton|Bear Creek T/S|010,23
Hamilton|Coolidge|020,71
Hamilton|Kendall T/S|030,65
Hamilton|Lamont T/S|040,53
Hamilton|Liberty T/S|050,27
Hamilton|Medway T/S|060,34
Hamilton|Richland T/S|070,15
Hamilton|Syracuse 1|080,257
Hamilton|Syracuse 2|090,181
Hamilton|Syracuse 3|100,241
Hamilton|Syracuse 4|110,103
Hamilton|Syracuse 5|120,280
Harper|Anthony City|07,1429
Harper|Anthony Lake|07B,45
Harper|Anthony Power Plant|07D,2
Harper|Attica City|08,369
Harper|Bluff City|09,37
Harper|Danville City|10,25
Harper|Harper City|12,856
Harper|Twp 1|01,209
Harper|Twp 2|02,53
Harper|Twp 3 East|03,106
Harper|Twp 3 West|03W,115
Harper|Twp 4|04,112
Harper|Twp 5 East|05,217
Harper|Twp 5 West|05W,87
Harper|Twp 6 East|06,140
Harper|Twp 6 West|06W,61
Harper|Waldron City|13,6
Harvey|Alta  A1|A1,177
Harvey|Burrton A6|A6,136
Harvey|Burrton|1,499
Harvey|Darlington B5 North|B5N,87
Harvey|Darlington B5|B5,339
Harvey|Emma A3|A3,384
Harvey|Garden  A2|A2,202
Harvey|Halstead 1-1|210001,553
Harvey|Halstead 1-2|210002,824
Harvey|Halstead A7|A7,244
Harvey|Hesston 1-1|310001,1311
Harvey|Hesston 1-2|310002,1212
Harvey|Highland A4|A4,268
Harvey|Lake B2|B2,111
Harvey|Lakin B3|B3,192
Harvey|Macon A8 East-72|A8E,61
Harvey|Macon A8|A8,276
Harvey|Newton 1-1|410001,737
Harvey|Newton 1-2|410002,620
Harvey|Newton 1-3|410003,438
Harvey|Newton 2-1|420001,720
Harvey|Newton 2-2|420002,1580
Harvey|Newton 3-1|430001,619
Harvey|Newton 3-2|430002,1026
Harvey|Newton 3-3|430003,867
Harvey|Newton 3-4|430004,2066
Harvey|Newton 4-1|440001,794
Harvey|Newton 4-2|440002,1303
Harvey|Newton 4-3|440003,1007
Harvey|Newton 4-4|440004,431
Harvey|Newton A9 AB-72|A9,206
Harvey|Newton A9 AB-74|A9N,39
Harvey|Newton A9 CG-72|A9C,67
Harvey|North Newton|5,1332
Harvey|Pleasant B1|B1,361
Harvey|Richland B6|B6,296
Harvey|Sedgwick B4 East-72|B4E,99
Harvey|Sedgwick B4|B4,134
Harvey|Sedgwick|6,943
Harvey|Walton A5|A5,223
Harvey|Walton|7,157
Haskell|Ivanhoe|005,89
Haskell|N Dudley|006,69
Haskell|N Lockport|001,80
Haskell|S Lockport|002,79
Haskell|Satanta 1|007,151
Haskell|Satanta 2H124|008,652
Haskell|Sublette 1|003,703
Haskell|Sublette 3H122|004,5
Haskell|Sublette 3H124|009,384
Hodgeman|Benton|003,29
Hodgeman|City of Jetmore - North|012,242
Hodgeman|City of Jetmore - NW/SW Center|014,114
Hodgeman|City of Jetmore - South|013,243
Hodgeman|E Sawlog|008,32
Hodgeman|Hallet|005,33
Hodgeman|N Center|016,51
Hodgeman|N. Marena|001,188
Hodgeman|North Roscoe|006,33
Hodgeman|S. Marena|002,107
Hodgeman|SE Center|015,32
Hodgeman|South Roscoe|007,47
Hodgeman|Sterling|009,80
Hodgeman|Valley|010,34
Hodgeman|W Sawlog|011,27
Jackson|Adrian|AD,122
Jackson|Banner|BA,267
Jackson|Cedar|CD,759
Jackson|Circleville City|JF00001,104
Jackson|Delia City|WA00002,102
Jackson|Denison City|GA00003,104
Jackson|Douglas|DG,1326
Jackson|East Illinois|W1ILL,16
Jackson|Franklin East|FRE,333
Jackson|Franklin|FR,420
Jackson|Garfield|GA,337
Jackson|Grant|GT,123
Jackson|Hoyt City|DG00005,413
Jackson|Jefferson|JF,281
Jackson|Liberty|LB,390
Jackson|Lincoln|LC,818
Jackson|Mayetta City|CD00006,210
Jackson|Netawaka City|NT00007,125
Jackson|Netawaka|NT,143
Jackson|North East Liberty|NELB,2
Jackson|North Striaght Creek|NST,29
Jackson|Soldier City|SL00008,68
Jackson|Soldier|SL,202
Jackson|St Creek|ST,97
Jackson|Ward 1 Exclave City Lake|W1 Lake,2
Jackson|Ward 1|4110004,737
Jackson|Ward 2|4220004,845
Jackson|Ward 3 Exclave Industrial Park|W3 Ind,5
Jackson|Ward 3|4330004,545
Jackson|Washington|WA,296
Jackson|Whiting City|WH00009,141
Jackson|Whiting|WH,111
Jefferson|Delaware Township|A1RDE,566
Jefferson|East Fairview|A2REA,719
Jefferson|East Sarcoxie Township|B2RSA,665
Jefferson|East Union Township|B3RUN,638
Jefferson|Jefferson Township|A3RJF,501
Jefferson|Kaw Township|A4RKW,1057
Jefferson|Kentucky Township|A5RKY,577
Jefferson|Mc Louth City|1CUN,647
Jefferson|Meriden City|2CRC,502
Jefferson|Norton Township|A6RNT,203
Jefferson|Nortonville City|3CNT,412
Jefferson|Oskaloosa City|4COS,733
Jefferson|Oskaloosa Township|A7ROS,788
Jefferson|Ozawkie City|5COZ,496
Jefferson|Ozawkie Township|A8ROZ,773
Jefferson|Perry City|6CKY,660
Jefferson|Rock Creek Township|A9RRC,1665
Jefferson|Rural Township|B1RRU,600
Jefferson|Valley Falls City|7CDE,752
Jefferson|West Fairview|A2RWE,578
Jefferson|West Sarcoxie Township|B4RSA,154
Jefferson|West Union Township|B5RUN,44
Jefferson|Winchester City|8CJF,336
Jewell|Allen Township|A1602,19
Jewell|Athens Township|A2801,45
Jewell|Brownscreek Township|A3702,43
Jewell|Buffalo Township|A4703,50
Jewell|Burr Oak City|1B201,113
Jewell|Burr Oak Township|A5202,50
Jewell|Calvin Township|A6704,42
Jewell|Center Township|A7403,93
Jewell|Erving Township|A8802,29
Jewell|Esbon City|2E101,76
Jewell|Esbon Township|A9102,41
Jewell|Formoso City|3F501,54
Jewell|Grant Township|B1502,61
Jewell|Harrison Township|B2203,13
Jewell|Highland Township|B3103,31
Jewell|Holmwood Township|B4204,19
Jewell|Ionia Township|B5803,53
Jewell|Jackson Township|B6302,68
Jewell|Jewell City|4J701,263
Jewell|Limestone Township|B7104,38
Jewell|Mankato City|5M401,595
Jewell|Montana Township|B8303,48
Jewell|Odessa Township|B9804,17
Jewell|Prairie Township|C1603,50
Jewell|Randall City|6R601,46
Jewell|Richland Township|C2304,27
Jewell|Sinclair Township|C3305,40
Jewell|Vicksburg Township|C4604,20
Jewell|Walnut Township|C5205,46
Jewell|Washington Township|C6503,43
Jewell|Webber City|7W301,22
Jewell|Whitemound Township|C7105,29
Johnson|Aubry Twp 0-01|1001,178
Johnson|Aubry Twp 0-02|1002,1264
Johnson|Aubry Twp 0-03|1003,577
Johnson|Aubry Twp 0-04|1004,1651
Johnson|Aubry Twp 0-05|1005,21
Johnson|Aubry Twp 0-06|1006,154
Johnson|Aubry Twp 0-08|1008,94
Johnson|De Soto 0-01|A001,1648
Johnson|De Soto 0-02|A002,1033
Johnson|De Soto 0-03|A003,1324
Johnson|De Soto 0-06|A006,239
Johnson|De Soto 0-07|A007,292
Johnson|Edgerton 0-01|B001,1144
Johnson|Edgerton 0-02|B002,1
Johnson|Edgerton 0-05|B005,7
Johnson|Edgerton 0-06|B006,2
Johnson|Edgerton 0-08|B008,5
Johnson|Edgerton 0-09|B009,3
Johnson|Fairway 1-01|G101,515
Johnson|Fairway 1-02|G102,372
Johnson|Fairway 2-01|G201,356
Johnson|Fairway 2-02|G202,390
Johnson|Fairway 3-01|G301,492
Johnson|Fairway 3-02|G302,452
Johnson|Fairway 4-01|G401,234
Johnson|Fairway 4-02|G402,236
Johnson|Fairway 4-03|G403,171
Johnson|Fairway 4-04|G404,233
Johnson|Gardner 0-01|C001,2295
Johnson|Gardner 0-02|C002,11
Johnson|Gardner 0-03|C003,1408
Johnson|Gardner 0-04|C004,1312
Johnson|Gardner 0-06|C006,2312
Johnson|Gardner 0-07|C007,34
Johnson|Gardner 0-08|C008,745
Johnson|Gardner 0-09|C009,2275
Johnson|Gardner 0-10|C010,1408
Johnson|Gardner 0-13|C013,1443
Johnson|Gardner 0-14|C014,1029
Johnson|Gardner 0-17|C017,3
Johnson|Gardner 0-19|C019,411
Johnson|Gardner 0-20|C020,833
Johnson|Gardner 0-22|C022,119
Johnson|Gardner 0-23|C023,2
Johnson|Gardner Twp 0-01|2001,533
Johnson|Gardner Twp 0-02|2002,175
Johnson|Gardner Twp 0-03|2003,267
Johnson|Gardner Twp 0-04|2004,2
Johnson|Gardner Twp 0-05|2005,6
Johnson|Gardner Twp 0-07|2007,2
Johnson|Gardner Twp 0-08|2008,6
Johnson|Gardner Twp 0-10|2010,4
Johnson|Gardner Twp 0-11|2011,34
Johnson|Gardner Twp 0-13|2013,1
Johnson|Gardner Twp 0-14|2014,4
Johnson|Gardner Twp 0-16|2016,14
Johnson|Gardner Twp 0-17|2017,3
Johnson|Gardner Twp 0-18|2018,4
Johnson|Gardner Twp 0-19|2019,259
Johnson|Gardner Twp 0-20|2020,2
Johnson|Gardner Twp 0-21|2021,32
Johnson|Gardner Twp 0-22|2022,95
Johnson|Gardner Twp 0-24|2024,2
Johnson|Gardner Twp 0-25|2025,31
Johnson|Lake Quivira 0-01|T001,914
Johnson|Leawood 1-01|H101,846
Johnson|Leawood 1-02|H102,1326
Johnson|Leawood 1-03|H103,1168
Johnson|Leawood 1-04|H104,1054
Johnson|Leawood 1-05|H105,823
Johnson|Leawood 1-06|H106,286
Johnson|Leawood 1-07|H107,1089
Johnson|Leawood 2-01|H201,968
Johnson|Leawood 2-02|H202,1514
Johnson|Leawood 2-03|H203,1236
Johnson|Leawood 2-04|H204,1285
Johnson|Leawood 2-05|H205,743
Johnson|Leawood 2-06|H206,750
Johnson|Leawood 2-07|H207,677
Johnson|Leawood 3-01|H301,1178
Johnson|Leawood 3-02|H302,1219
Johnson|Leawood 3-03|H303,794
Johnson|Leawood 3-04|H304,453
Johnson|Leawood 3-05|H305,2223
Johnson|Leawood 3-06|H306,1870
Johnson|Leawood 3-07|H307,228
Johnson|Leawood 4-01|H401,375
Johnson|Leawood 4-02|H402,946
Johnson|Leawood 4-03|H403,773
Johnson|Leawood 4-04|H404,1213
Johnson|Leawood 4-05|H405,1151
Johnson|Leawood 4-06|H406,1014
Johnson|Leawood 4-07|H407,2120
Johnson|Lenexa 1-01|I101,1937
Johnson|Lenexa 1-02|I102,1350
Johnson|Lenexa 1-03|I103,1561
Johnson|Lenexa 1-04|I104,1252
Johnson|Lenexa 1-05|I105,1311
Johnson|Lenexa 1-06|I106,571
Johnson|Lenexa 1-07|I107,1295
Johnson|Lenexa 1-08|I108,992
Johnson|Lenexa 1-09|I109,1497
Johnson|Lenexa 2-01|I201,1413
Johnson|Lenexa 2-02|I202,1053
Johnson|Lenexa 2-03|I203,1725
Johnson|Lenexa 2-04|I204,2162
Johnson|Lenexa 2-05|I205,1739
Johnson|Lenexa 2-06|I206,683
Johnson|Lenexa 2-07|I207,1608
Johnson|Lenexa 2-10|I210,612
Johnson|Lenexa 2-11|I211,1194
Johnson|Lenexa 3-01|I301,1280
Johnson|Lenexa 3-02|I302,2064
Johnson|Lenexa 3-03|I303,1422
Johnson|Lenexa 3-04|I304,942
Johnson|Lenexa 3-05|I305,1271
Johnson|Lenexa 3-06|I306,469
Johnson|Lenexa 3-07|I307,1079
Johnson|Lenexa 3-08|I308,1065
Johnson|Lenexa 3-09|I309,1076
Johnson|Lenexa 3-10|I310,414
Johnson|Lenexa 4-01|I401,905
Johnson|Lenexa 4-02|I402,1041
Johnson|Lenexa 4-03|I403,1018
Johnson|Lenexa 4-04|I404,743
Johnson|Lenexa 4-05|I405,574
Johnson|Lenexa 4-06|I406,4
Johnson|Lenexa 4-07|I407,902
Johnson|Lenexa 4-08|I408,722
Johnson|Lenexa 4-09|I409,969
Johnson|Lenexa 4-10|I410,475
Johnson|Lenexa 4-11|I411,1117
Johnson|Lenexa 4-12|I412,857
Johnson|Lenexa 4-13|I413,241
Johnson|Lexington Twp 0-01|3001,15
Johnson|Lexington Twp 0-02|3002,1
Johnson|Lexington Twp 0-03|3003,3
Johnson|Lexington Twp 0-04|3004,1
Johnson|Lexington Twp 0-06|3006,15
Johnson|Lexington Twp 0-09|3009,215
Johnson|Lexington Twp 0-10|3010,1071
Johnson|McCamish Twp 0-01|4001,110
Johnson|McCamish Twp 0-02|4002,314
Johnson|McCamish Twp 0-06|4006,138
Johnson|McCamish Twp 0-07|4007,244
Johnson|Merriam 1-01|J101,562
Johnson|Merriam 1-02|J102,507
Johnson|Merriam 1-03|J103,200
Johnson|Merriam 1-04|J104,523
Johnson|Merriam 2-01|J201,266
Johnson|Merriam 2-02|J202,3
Johnson|Merriam 2-03|J203,677
Johnson|Merriam 2-04|J204,1001
Johnson|Merriam 3-01|J301,1217
Johnson|Merriam 3-02|J302,1043
Johnson|Merriam 4-01|J401,1228
Johnson|Merriam 4-02|J402,498
Johnson|Merriam 4-03|J403,638
Johnson|Mission 1-01|K101,653
Johnson|Mission 1-02|K102,1043
Johnson|Mission 2-01|K201,1119
Johnson|Mission 2-02|K202,1064
Johnson|Mission 3-01|K301,1241
Johnson|Mission 3-02|K302,535
Johnson|Mission 4-01|K401,687
Johnson|Mission 4-02|K402,782
Johnson|Mission 4-03|K403,256
Johnson|Mission 4-04|K404,324
Johnson|Mission Hills 0-01|L001,709
Johnson|Mission Hills 0-02|L002,927
Johnson|Mission Hills 0-03|L003,592
Johnson|Mission Hills 0-04|L004,962
Johnson|Mission Woods 0-01|M001,158
Johnson|Olathe 1-01|D101,1429
Johnson|Olathe 1-02|D102,1163
Johnson|Olathe 1-03|D103,755
Johnson|Olathe 1-04|D104,1454
Johnson|Olathe 1-05|D105,1155
Johnson|Olathe 1-06|D106,1813
Johnson|Olathe 1-08|D108,2133
Johnson|Olathe 1-09|D109,1287
Johnson|Olathe 1-11|D111,1128
Johnson|Olathe 1-13|D113,941
Johnson|Olathe 1-14|D114,1047
Johnson|Olathe 1-15|D115,613
Johnson|Olathe 1-16|D116,1640
Johnson|Olathe 1-17|D117,529
Johnson|Olathe 1-18|D118,1598
Johnson|Olathe 1-19|D119,639
Johnson|Olathe 1-20|D120,363
Johnson|Olathe 1-21|D121,1611
Johnson|Olathe 1-22|D122,2455
Johnson|Olathe 1-25|D125,377
Johnson|Olathe 1-26|D126,11
Johnson|Olathe 1-27|D127,548
Johnson|Olathe 1-28|D128,2
Johnson|Olathe 2-01|D201,697
Johnson|Olathe 2-02|D202,1119
Johnson|Olathe 2-03|D203,1042
Johnson|Olathe 2-04|D204,621
Johnson|Olathe 2-05|D205,2002
Johnson|Olathe 2-06|D206,2050
Johnson|Olathe 2-07|D207,1916
Johnson|Olathe 2-08|D208,1599
Johnson|Olathe 2-09|D209,997
Johnson|Olathe 2-10|D210,2498
Johnson|Olathe 2-11|D211,2379
Johnson|Olathe 2-12|D212,1373
Johnson|Olathe 2-13|D213,1023
Johnson|Olathe 2-14|D214,973
Johnson|Olathe 2-15|D215,1423
Johnson|Olathe 2-16|D216,1073
Johnson|Olathe 2-19|D219,12
Johnson|Olathe 2-21|D221,581
Johnson|Olathe 2-22|D222,2383
Johnson|Olathe 2-23|D223,1365
Johnson|Olathe 2-24|D224,565
Johnson|Olathe 3-01|D301,724
Johnson|Olathe 3-02|D302,320
Johnson|Olathe 3-03|D303,728
Johnson|Olathe 3-04|D304,1352
Johnson|Olathe 3-05|D305,1636
Johnson|Olathe 3-06|D306,858
Johnson|Olathe 3-07|D307,871
Johnson|Olathe 3-08|D308,585
Johnson|Olathe 3-09|D309,761
Johnson|Olathe 3-10|D310,1340
Johnson|Olathe 3-11|D311,1519
Johnson|Olathe 3-13|D313,1299
Johnson|Olathe 3-15|D315,1158
Johnson|Olathe 3-16|D316,1300
Johnson|Olathe 3-17|D317,1602
Johnson|Olathe 3-18|D318,1372
Johnson|Olathe 3-19|D319,867
Johnson|Olathe 3-20|D320,1004
Johnson|Olathe 3-21|D321,1560
Johnson|Olathe 3-22|D322,1123
Johnson|Olathe 3-23|D323,1187
Johnson|Olathe 3-24|D324,658
Johnson|Olathe 3-25|D325,1256
Johnson|Olathe 4-01|D401,1766
Johnson|Olathe 4-02|D402,1726
Johnson|Olathe 4-03|D403,1842
Johnson|Olathe 4-04|D404,1158
Johnson|Olathe 4-05|D405,1495
Johnson|Olathe 4-06|D406,1239
Johnson|Olathe 4-07|D407,1209
Johnson|Olathe 4-08|D408,1161
Johnson|Olathe 4-09|D409,1658
Johnson|Olathe 4-10|D410,1129
Johnson|Olathe 4-11|D411,831
Johnson|Olathe 4-12|D412,1980
Johnson|Olathe 4-13|D413,900
Johnson|Olathe 4-14|D414,1710
Johnson|Olathe 4-15|D415,168
Johnson|Olathe 4-16|D416,1354
Johnson|Olathe 4-17|D417,1310
Johnson|Olathe Twp 0-01|6001,510
Johnson|Olathe Twp 0-02|6002,2
Johnson|Olathe Twp 0-03|6003,86
Johnson|Olathe Twp 0-04|6004,6
Johnson|Olathe Twp 0-05|6005,27
Johnson|Olathe Twp 0-08|6008,3
Johnson|Olathe Twp 0-09|6009,2
Johnson|Olathe Twp 0-10|6010,14
Johnson|Olathe Twp 0-11|6011,9
Johnson|Olathe Twp 0-13|6013,10
Johnson|Olathe Twp 0-14|6014,5
Johnson|Olathe Twp 0-16|6016,35
Johnson|Olathe Twp 0-18|6018,5
Johnson|Olathe Twp 0-19|6019,11
Johnson|Olathe Twp 0-21|6021,18
Johnson|Olathe Twp 0-24|6024,2
Johnson|Olathe Twp 0-25|6025,1
Johnson|Olathe Twp 0-26|6026,6
Johnson|Olathe Twp 0-32|6032,43
Johnson|Overland Park 1-01|N101,1133
Johnson|Overland Park 1-02|N102,1381
Johnson|Overland Park 1-03|N103,1082
Johnson|Overland Park 1-04|N104,407
Johnson|Overland Park 1-05|N105,444
Johnson|Overland Park 1-06|N106,1184
Johnson|Overland Park 1-07|N107,1426
Johnson|Overland Park 1-08|N108,1262
Johnson|Overland Park 1-09|N109,698
Johnson|Overland Park 1-10|N110,1516
Johnson|Overland Park 1-11|N111,561
Johnson|Overland Park 1-12|N112,1425
Johnson|Overland Park 1-13|N113,901
Johnson|Overland Park 1-14|N114,1138
Johnson|Overland Park 1-15|N115,524
Johnson|Overland Park 1-16|N116,991
Johnson|Overland Park 1-17|N117,600
Johnson|Overland Park 1-18|N118,829
Johnson|Overland Park 1-19|N119,980
Johnson|Overland Park 1-20|N120,566
Johnson|Overland Park 1-21|N121,344
Johnson|Overland Park 1-22|N122,327
Johnson|Overland Park 1-23|N123,823
Johnson|Overland Park 1-24|N124,272
Johnson|Overland Park 1-25|N125,705
Johnson|Overland Park 1-26|N126,213
Johnson|Overland Park 1-27|N127,1185
Johnson|Overland Park 2-01|N201,870
Johnson|Overland Park 2-02|N202,972
Johnson|Overland Park 2-03|N203,787
Johnson|Overland Park 2-04|N204,1103
Johnson|Overland Park 2-05|N205,779
Johnson|Overland Park 2-06|N206,919
Johnson|Overland Park 2-07|N207,698
Johnson|Overland Park 2-08|N208,725
Johnson|Overland Park 2-09|N209,939
Johnson|Overland Park 2-10|N210,1949
Johnson|Overland Park 2-11|N211,452
Johnson|Overland Park 2-12|N212,733
Johnson|Overland Park 2-13|N213,750
Johnson|Overland Park 2-14|N214,687
Johnson|Overland Park 2-15|N215,1152
Johnson|Overland Park 2-16|N216,768
Johnson|Overland Park 2-17|N217,1022
Johnson|Overland Park 2-18|N218,1595
Johnson|Overland Park 2-19|N219,700
Johnson|Overland Park 2-20|N220,619
Johnson|Overland Park 2-21|N221,682
Johnson|Overland Park 2-22|N222,888
Johnson|Overland Park 2-23|N223,806
Johnson|Overland Park 2-24|N224,839
Johnson|Overland Park 2-25|N225,677
Johnson|Overland Park 2-26|N226,826
Johnson|Overland Park 2-27|N227,541
Johnson|Overland Park 2-28|N228,578
Johnson|Overland Park 2-29|N229,987
Johnson|Overland Park 2-30|N230,1116
Johnson|Overland Park 2-31|N231,831
Johnson|Overland Park 2-32|N232,911
Johnson|Overland Park 3-01|N301,1467
Johnson|Overland Park 3-02|N302,1134
Johnson|Overland Park 3-03|N303,626
Johnson|Overland Park 3-04|N304,1094
Johnson|Overland Park 3-05|N305,1218
Johnson|Overland Park 3-06|N306,1658
Johnson|Overland Park 3-07|N307,1234
Johnson|Overland Park 3-08|N308,1349
Johnson|Overland Park 3-09|N309,1335
Johnson|Overland Park 3-10|N310,690
Johnson|Overland Park 3-11|N311,1061
Johnson|Overland Park 3-12|N312,901
Johnson|Overland Park 3-13|N313,1904
Johnson|Overland Park 3-14|N314,1397
Johnson|Overland Park 3-15|N315,851
Johnson|Overland Park 3-17|N317,1540
Johnson|Overland Park 3-18|N318,1886
Johnson|Overland Park 3-19|N319,1279
Johnson|Overland Park 3-20|N320,1131
Johnson|Overland Park 3-21|N321,1024
Johnson|Overland Park 3-22|N322,653
Johnson|Overland Park 4-01|N401,1341
Johnson|Overland Park 4-02|N402,1192
Johnson|Overland Park 4-03|N403,1827
Johnson|Overland Park 4-04|N404,1558
Johnson|Overland Park 4-05|N405,1231
Johnson|Overland Park 4-06|N406,985
Johnson|Overland Park 4-07|N407,875
Johnson|Overland Park 4-08|N408,1045
Johnson|Overland Park 4-09|N409,940
Johnson|Overland Park 4-10|N410,744
Johnson|Overland Park 4-11|N411,1430
Johnson|Overland Park 4-12|N412,1795
Johnson|Overland Park 4-13|N413,1031
Johnson|Overland Park 4-14|N414,652
Johnson|Overland Park 4-15|N415,758
Johnson|Overland Park 4-16|N416,2181
Johnson|Overland Park 4-17|N417,1727
