text_res_address_nbr,Count
10561,33
10562,17
10563,14
10564,13
10565,43
10566,7
10567,15
10568,8
10569,26
1057,138
10570,31
10571,26
10572,14
10573,32
10574,18
10575,30
10576,13
10577,29
10578,17
10579,20
1058,83
10580,35
10581,23
10582,10
10583,6
10584,12
10585,28
10586,11
10587,17
10588,17
10589,20
1059,102
10590,32
10591,15
10592,12
10593,11
10594,12
10595,33
10596,16
10597,20
10598,15
10599,4
106,2465
1060,186
10600,173
10601,161
10602,93
10603,81
10604,95
10605,129
10606,119
10607,102
10608,54
10609,104
1061,128
10610,122
10611,106
10612,79
10613,78
10614,88
10615,88
10616,69
10617,48
10618,75
10619,65
1062,106
10620,77
10621,71
10622,45
10623,42
10624,46
10625,83
10626,34
10627,31
10628,29
10629,44
1063,108
10630,37
10631,34
10632,10
10633,17
10634,17
10635,25
10636,15
10637,22
10638,11
10639,19
1064,79
10640,32
10641,16
10642,26
10643,22
10644,8
10645,30
10646,25
10647,16
10648,14
10649,4
1065,125
10650,23
10651,21
10652,9
10653,12
10654,12
10655,36
10656,6
10657,14
10658,9
10659,6
1066,82
10660,14
10661,15
10662,15
10663,13
10664,8
10665,110
10666,15
10667,4
10668,15
10669,2
1067,61
10670,29
10671,19
10672,10
10673,3
10674,7
10675,12
10676,8
10677,9
10678,3
10679,11
1068,85
10680,10
10681,6
10682,2
10683,9
10684,3
10685,12
10686,8
10687,10
10688,10
1069,80
10690,16
10691,2
10692,2
10694,4
10695,17
10696,11
10697,12
10698,8
10699,3
107,2554
1070,121
10700,145
10701,154
10702,92
10703,90
10704,87
10705,101
10706,82
10707,98
10708,83
10709,90
1071,129
10710,123
10711,164
10712,89
10713,80
10714,93
10715,118
10716,66
10717,57
10718,67
10719,55
1072,81
10720,82
10721,76
10722,42
10723,36
10724,32
10725,50
10726,28
10727,40
10728,21
10729,32
1073,62
10730,75
10731,32
10732,15
10733,18
10734,30
10735,39
10736,32
10737,20
10738,27
10739,16
1074,58
10740,46
10741,29
10742,21
10743,22
10744,34
10745,19
10746,25
10747,27
10748,18
10749,33
1075,118
10750,90
10751,27
10752,20
10753,14
10754,23
10755,42
10756,17
10757,19
10758,25
10759,13
1076,92
10760,24
10761,20
10762,14
10763,17
10764,15
10765,19
10766,10
10767,15
10768,18
10769,6
1077,64
10770,31
10771,14
10772,14
10773,11
10774,19
10775,21
10776,20
10777,15
10778,17
10779,10
1078,80
10780,14
10781,19
10782,9
10783,15
10784,10
10785,16
10786,7
10787,23
10788,17
10789,10
1079,73
10790,51
10791,13
10792,13
10793,12
10794,8
10795,9
10796,6
10797,4
10798,5
10799,16
108,2882
1080,103
10800,175
10801,157
10802,104
10803,96
10804,118
10805,170
10806,102
10807,85
10808,127
10809,139
1081,80
10810,125
10811,84
10812,95
10813,89
10814,112
10815,115
10816,91
10817,81
10818,59
10819,55
1082,53
10820,118
10821,66
10822,49
10823,43
10824,70
10825,54
10826,45
10827,34
10828,47
10829,26
1083,78
10830,47
10831,21
10832,42
10833,39
10834,31
10835,18
10836,33
10837,22
10838,20
10839,23
1084,68
10840,32
10841,28
10842,32
10843,22
10844,33
10845,19
10846,19
10847,12
10848,22
10849,22
1085,122
10850,302
10851,24
10852,26
10853,17
10854,8
10855,28
10856,14
10857,12
10858,7
10859,21
1086,60
10860,21
10861,11
10862,15
10863,13
10864,13
10865,28
10866,20
10867,20
10868,25
10869,14
1087,66
10870,27
10871,15
10872,12
10873,16
10874,23
10875,25
10876,13
10877,25
10878,12
10879,7
1088,70
10880,18
10881,8
10882,18
10883,14
10884,14
10885,14
10886,18
10887,13
10888,16
10889,11
1089,50
10890,19
10891,13
10892,11
10893,15
10894,12
10895,13
10896,9
10897,17
10898,14
10899,7
109,2723
1090,90
10900,144
10901,144
10902,124
10903,111
10904,79
10905,116
10906,121
10907,82
10908,96
10909,123
1091,77
10910,149
10911,112
10912,79
10913,108
10914,111
10915,94
10916,58
10917,71
10918,75
10919,55
1092,57
10920,88
10921,82
10922,46
10923,24
10924,51
10925,48
10926,50
10927,40
10928,27
10929,26
1093,47
10930,69
10931,33
10932,36
10933,42
10934,29
10935,29
10936,19
10937,24
10938,16
10939,26
1094,43
10940,33
10941,23
10942,18
10943,10
10944,22
10945,30
10946,19
10947,16
10948,12
10949,11
1095,68
10950,47
10951,18
10952,21
10953,17
10954,8
10955,29
10956,10
10957,18
10958,7
10959,11
1096,38
10960,22
10961,23
10962,15
10963,23
10964,3
10965,23
10966,13
10967,8
10968,5
10969,3
1097,49
10970,13
10971,9
10972,11
10973,5
10974,15
10975,32
10976,8
10977,5
10978,12
10979,5
1098,60
10980,13
10981,13
10982,4
10983,4
10984,3
10985,19
10986,3
10987,7
10988,4
10989,2
1099,40
10990,9
10991,17
10992,10
10993,9
10994,3
10995,8
10996,3
10997,8
10998,12
10999,18
11,676
110,3520
1100,1274
11000,136
11001,160
11002,81
110026,4
11003,81
11004,89
110042,1
110044,2
11005,125
110050,1
110051,2
11006,72
11007,67
11008,86
110085,2
11009,92
1101,1715
11010,156
11011,109
11012,67
11013,78
110130,2
11014,92
11015,100
11016,65
110160,2
11017,73
11018,50
11019,32
110194,3
1102,1005
11020,104
110204,3
11021,67
110215,1
11022,51
110221,4
11023,31
110231,2
11024,46
11025,55
11026,37
110262,1
11027,27
110275,2
11028,38
110280,2
11029,25
1103,937
11030,49
11031,37
110316,4
11032,31
11033,22
110338,2
11034,11
11035,39
110359,5
11036,42
11037,17
110376,2
11038,20
11039,17
110396,1
1104,1057
11040,34
110409,1
11041,42
11042,31
110422,3
110423,2
11043,6
11044,20
110445,2
11045,28
11046,29
110467,1
11047,23
11048,30
11049,15
1105,1106
11050,41
11051,23
11052,20
110526,1
11053,18
11054,18
11055,13
110553,1
11056,5
11057,16
11058,18
11059,7
1106,1075
11060,30
11061,17
11062,11
11063,11
11064,4
11065,18
11066,7
11067,5
11068,8
11069,9
1107,1004
11070,24
11071,22
11072,9
11073,9
11074,12
11075,11
11076,12
11077,20
11078,12
11079,1
1108,1114
11080,35
11081,17
11082,8
11083,7
11084,10
11085,12
11086,7
11087,11
11088,9
11089,12
1109,1129
11090,4
11091,21
11092,10
11093,5
11094,8
11095,22
11096,17
11097,1
11098,8
11099,2
111,2835
1110,1238
11100,135
11101,92
11102,71
11103,60
11104,57
11105,91
11106,66
11107,77
11108,84
11109,70
1111,1066
11110,140
11111,77
11112,75
11113,65
11114,69
11115,63
11116,82
11117,54
11118,53
11119,39
1112,1020
11120,77
11121,93
11122,38
11123,29
11124,75
11125,47
11126,26
11127,34
11128,42
11129,29
1113,898
11130,79
11131,33
11132,40
11133,15
11134,25
11135,15
11136,23
11137,39
11138,19
11139,27
1114,810
11140,47
11141,17
11142,29
11143,13
11144,10
11145,60
11146,13
11147,11
11148,37
11149,15
1115,1034
11150,108
11151,53
11152,20
11153,15
11154,12
11155,16
11156,3
11157,20
11158,23
11159,12
1116,873
11160,19
11161,12
11162,9
11163,16
11164,15
11165,25
11166,11
11167,6
11168,5
11169,10
1117,819
11170,19
11171,13
11172,18
11173,21
11174,44
11175,22
11176,18
11177,12
11178,11
11179,20
1118,698
11180,32
11181,20
11182,4
11183,2
11184,8
11185,15
11186,13
11187,23
11188,8
11189,17
1119,784
11190,15
11191,26
11192,6
11193,8
11194,13
11195,26
11196,9
11197,11
11198,7
11199,8
112,2264
1120,997
11200,212
11201,396
11202,65
11203,85
11204,118
11205,129
11206,89
11207,69
11208,168
11209,90
1121,938
11210,104
11211,97
11212,126
11213,69
11214,69
11215,96
11216,139
11217,90
11218,36
11219,38
1122,700
11220,91
11221,67
11222,34
11223,60
11224,122
11225,86
11226,17
11227,31
11228,59
11229,41
1123,549
11230,32
11231,31
11232,91
11233,21
11234,19
11235,38
11236,28
11237,20
11238,20
11239,34
1124,687
11240,47
11241,18
11242,15
11243,18
11244,17
11245,31
11246,11
11247,20
11248,11
11249,25
1125,831
11250,85
11251,30
11252,24
11253,29
11254,15
11255,28
11256,8
11257,10
11258,11
11259,11
1126,472
11260,16
11261,17
11262,14
11263,13
11264,14
11265,18
11266,21
11267,10
11268,10
11269,9
1127,472
11270,25
11271,16
11272,14
11273,11
11274,15
11275,20
11276,16
11277,20
11278,19
11279,8
1128,417
11280,15
11281,23
11282,18
11283,8
11284,14
11285,16
11286,21
11287,23
11288,15
11289,13
1129,403
11290,23
11291,19
11292,18
11293,13
11294,23
11295,14
11296,12
11297,9
11298,10
11299,12
113,1689
1130,588
11300,156
11301,133
11302,80
11303,91
11304,135
11305,178
11306,81
11307,75
11308,107
11309,164
1131,523
11310,115
11311,106
11312,107
11313,135
11314,98
11315,123
11316,107
11317,103
11318,74
11319,92
1132,390
11320,104
11321,94
11322,64
11323,71
11324,66
11325,82
11326,65
11327,49
11328,36
11329,36
1133,398
11330,68
11331,32
11332,28
11333,58
11334,38
11335,25
11336,41
11337,32
11338,20
11339,22
1134,285
11340,79
11341,37
11342,17
11343,30
11344,24
11345,42
11346,20
11347,17
11348,11
11349,13
1135,379
11350,43
11351,21
11352,10
11353,38
11354,14
11355,25
11356,16
11357,11
11358,15
11359,10
1136,333
11360,38
11361,13
11362,10
11363,16
11364,12
11365,15
11366,14
11367,21
11368,24
11369,12
1137,363
11370,18
11371,14
11372,19
11373,14
11374,14
11375,14
11376,17
11377,7
11378,13
11379,12
1138,269
11380,30
11381,7
11382,18
11383,20
11384,15
11385,17
11386,9
11387,18
11388,9
11389,10
1139,282
11390,24
11391,25
11392,12
11393,12
11394,15
11395,20
11396,5
11397,8
11398,12
11399,11
114,1819
1140,390
11400,212
11401,205
11402,99
11403,134
11404,144
11405,215
11406,119
11407,104
11408,139
11409,159
1141,293
11410,127
11411,80
11412,103
11413,141
11414,85
11415,93
11416,104
11417,91
11418,86
11419,51
1142,224
11420,91
11421,124
11422,59
11423,64
11424,76
11425,78
11426,57
11427,60
11428,37
11429,64
1143,204
11430,57
11431,37
11432,44
11433,60
11434,28
11435,58
11436,40
11437,49
11438,29
11439,34
1144,233
11440,40
11441,51
11442,31
11443,35
11444,35
11445,63
11446,18
11447,27
11448,43
11449,39
1145,325
11450,260
11451,36
11452,18
11453,29
11454,22
11455,49
11456,40
11457,22
11458,13
11459,12
1146,183
11460,28
11461,29
11462,24
11463,21
11464,15
11465,15
11466,25
11467,21
11468,21
11469,11
1147,202
11470,23
11471,20
11472,10
11473,17
11474,29
11475,22
11476,12
11477,8
11478,18
11479,6
1148,209
11480,34
11481,16
11482,14
11483,19
11484,21
11485,25
11486,11
11487,12
11488,7
11489,5
1149,263
11490,28
11491,21
11493,18
11494,13
11495,11
11496,14
11497,9
11498,11
11499,10
115,2559
1150,400
11500,132
11501,422
11502,102
11503,79
11504,126
11505,176
11506,122
11507,83
11508,97
11509,154
1151,256
11510,148
11511,102
11512,109
11513,104
11514,94
11515,128
11516,117
11517,120
11518,84
11519,68
1152,181
11520,91
11521,98
11522,77
11523,55
11524,69
11525,90
11526,52
11527,48
11528,49
11529,39
1153,160
11530,63
11531,66
11532,58
11533,32
11534,64
11535,56
11536,37
11537,38
11538,30
11539,50
1154,138
11540,30
11541,32
11542,26
11543,51
11544,26
11545,56
11546,44
11547,21
11548,31
11549,22
1155,209
11550,43
11551,35
11552,13
11553,13
11554,24
11555,52
11556,12
11557,9
11558,21
11559,43
1156,151
11560,29
11561,27
11562,32
11563,51
11564,27
11565,46
11566,17
11567,28
11568,38
11569,17
1157,330
11570,22
11571,27
11572,15
11573,34
11574,13
11575,44
11576,17
11577,13
11578,20
11579,23
1158,137
11580,18
11581,22
11582,16
11583,25
11584,33
11585,42
11586,21
11587,19
11588,19
11589,13
1159,125
11590,39
11591,17
11592,6
11593,10
11594,15
11595,18
11596,5
11597,17
11598,14
11599,6
116,1975
1160,193
11600,151
11601,168
11602,98
11603,76
11604,118
11605,148
11606,107
11607,80
11608,104
11609,120
1161,158
11610,106
11611,97
11612,118
11613,101
11614,74
11615,108
11616,85
11617,95
11618,85
11619,55
1162,121
11620,117
11621,110
11622,37
11623,48
11624,91
11625,136
11626,50
11627,51
11628,63
11629,66
1163,74
11630,142
11631,52
11632,44
11633,56
11634,24
11635,46
11636,40
11637,33
11638,27
11639,40
1164,89
11640,94
11641,70
11642,42
11643,30
11644,20
11645,38
11646,35
11647,24
11648,28
11649,17
1165,171
11650,107
11651,43
11652,16
11653,16
11654,13
11655,21
11656,25
11657,8
11658,13
11659,21
1166,97
11660,58
11661,51
11662,8
11663,20
11664,3
11665,46
11666,4
11667,9
11668,27
11669,10
1167,77
11670,32
11671,21
11672,8
11673,17
11674,20
11675,25
11676,9
11677,11
11678,19
11679,10
1168,98
11680,36
11681,26
11682,6
11683,14
11684,12
11685,22
11687,12
11688,27
11689,7
1169,82
11690,40
11691,179
11692,21
11693,9
11694,8
11695,27
11696,17
11697,8
11699,3
117,1754
1170,149
11700,427
11701,182
11702,89
11703,85
11704,102
11705,134
11706,85
11707,86
11708,105
11709,114
1171,117
11710,121
11711,102
11712,90
11713,93
11714,83
11715,117
11716,110
11717,72
11718,57
11719,40
1172,91
11720,125
11721,88
11722,31
11723,41
11724,90
11725,156
11726,29
11727,24
11728,43
11729,44
1173,82
11730,66
11731,69
11732,49
11733,28
11734,25
11735,50
11736,32
11737,14
11738,23
11739,25
1174,78
11740,121
11741,36
11742,10
11743,12
11744,5
11745,22
11746,18
11747,12
11748,18
11749,16
1175,141
11750,54
11751,87
11752,13
11753,15
11754,11
11755,110
11756,12
11757,16
11758,14
11759,9
1176,120
11760,57
11761,7
11762,12
11763,11
11764,9
11765,15
11766,13
11767,12
11768,11
11769,5
1177,86
11770,53
11771,11
11772,10
11773,11
11774,9
11775,71
11776,5
11777,18
11778,8
11779,3
1178,68
11780,88
11781,11
11782,4
11783,6
11784,15
11785,10
11786,2
11787,11
11788,11
11789,15
1179,72
11790,16
11791,6
11792,12
11793,17
11794,6
11795,53
11796,12
11797,10
11798,10
11799,8
118,1559
1180,151
11800,97
11801,149
11802,88
11803,61
11804,52
11805,109
11806,98
11807,89
11808,57
11809,101
1181,116
11810,123
11811,85
11812,51
11813,80
11814,99
11815,143
11816,39
11817,77
11818,48
11819,47
1182,78
11820,124
11821,80
11822,56
11823,35
11824,33
11825,115
11826,52
11827,32
11828,37
11829,20
1183,66
11830,50
11831,45
11832,10
11833,22
11834,26
11835,25
11836,8
11837,13
11838,21
11839,25
1184,67
11840,24
11841,22
11842,24
11843,9
11844,10
11845,60
11846,18
11847,8
11848,15
11849,10
1185,105
11850,33
11851,17
11852,9
11853,12
11854,13
11855,16
11856,9
11857,15
11858,6
11859,4
1186,81
11860,102
11861,11
11862,11
11863,5
11864,9
11865,12
11866,7
11867,5
11868,9
11869,8
1187,55
11870,18
11871,8
11872,8
11873,8
11874,13
11875,52
11876,12
11877,2
11878,1
11879,3
1188,104
11880,17
11881,11
11882,3
11883,8
11885,8
11887,5
11889,7
1189,69
11890,17
11891,5
11892,7
11893,10
11895,9
11896,3
11897,4
11898,10
11899,2
119,1650
1190,69
11900,95
11901,269
11902,75
11903,79
11904,105
11905,132
11906,64
11907,65
11908,99
11909,165
1191,79
11910,127
11911,138
11912,85
11913,73
11914,116
11915,113
11916,169
11917,152
11918,58
11919,65
1192,61
11920,114
11921,92
11922,48
11923,48
11924,50
11925,160
11926,68
11927,56
11928,49
11929,41
1193,41
11930,60
11931,85
11932,45
11933,36
11934,40
11935,41
11936,20
11937,29
11938,34
11939,29
1194,69
11940,24
11941,60
11942,17
11943,17
11944,18
11945,39
11946,21
11947,26
11948,17
11949,23
1195,85
11950,71
11951,53
11952,6
11953,20
11954,9
11955,14
11956,8
11957,15
11958,7
11959,2
1196,103
11960,39
11961,46
11962,11
11963,10
11964,9
11965,6
11966,15
11967,10
11968,3
11969,15
1197,77
11970,51
11971,11
11972,11
11974,9
11975,7
11976,4
11978,3
11979,3
1198,50
11980,36
11981,12
11982,4
11983,3
11984,4
11985,13
11986,13
11987,6
11988,8
11989,1
1199,502
11990,46
11991,17
11992,3
11993,4
11994,4
11995,4
11996,2
11997,10
11998,6
11999,6
12,624
120,2423
1200,1582
12000,158
12001,222
12002,90
12003,56
12004,83
12005,157
120054,1
12006,115
12007,87
12008,133
12009,136
1201,1898
12010,127
12011,121
12012,119
12013,100
12014,101
12015,108
12016,73
12017,71
12018,36
120182,2
12019,94
1202,1040
12020,94
12021,109
12022,31
12023,45
12024,47
12025,77
12026,29
12027,59
12028,24
12029,54
1203,915
12030,55
12031,51
12032,30
12033,53
12034,20
12035,22
120354,3
12036,25
120368,3
12037,34
12038,45
12039,19
1204,1069
12040,49
12041,47
12042,32
120429,3
12043,22
12044,8
12045,40
12046,19
120460,2
12047,5
12048,20
12049,23
1205,1305
12050,43
120508,1
12051,51
12052,21
12053,18
12054,15
12055,33
12056,19
12057,29
12058,19
12059,13
1206,1005
12060,61
12061,31
12062,8
12063,12
12064,13
12065,21
12066,3
12067,14
12068,18
12069,12
1207,982
12070,13
12071,19
12072,18
12073,12
12074,13
12075,8
12076,6
12077,14
12078,15
12079,7
1208,1099
12080,40
12081,19
12082,9
12083,7
12084,15
12085,22
12086,5
12087,12
12088,11
12089,13
1209,1213
12090,30
12091,9
12093,9
12094,5
12095,9
12096,6
12097,6
12098,5
12099,9
121,1726
1210,1084
12100,202
12101,201
12102,92
12103,83
12104,92
12105,185
12106,87
12107,76
12108,102
12109,170
1211,962
12110,138
12111,113
12112,115
12113,135
12114,106
12115,119
12116,88
12117,137
12118,95
12119,54
1212,1094
12120,128
12121,144
12122,76
12123,53
12124,55
12125,136
12126,58
12127,42
12128,46
12129,56
1213,821
12130,96
12131,71
12132,39
12133,30
12134,30
12135,52
12136,37
12137,30
12138,28
12139,29
1214,815
12140,54
12141,70
12142,17
12143,19
12144,21
12145,54
12146,28
12147,22
12148,28
12149,15
1215,1088
12150,70
12151,53
12152,13
12153,17
12154,15
12155,38
12156,35
12157,21
12158,5
12159,3
1216,831
12160,75
12161,27
12162,14
12163,11
12164,14
12165,44
12166,4
12167,4
12168,17
12169,13
1217,788
12170,13
12171,16
12172,11
12173,15
12174,19
12175,62
12176,11
12177,8
12178,7
12179,9
1218,723
12180,34
12181,26
12182,15
12183,10
12184,24
12185,31
12186,16
12187,15
12188,9
12189,7
1219,762
12190,21
12191,30
12192,13
12193,18
12194,15
12195,47
12196,12
12197,8
12198,4
12199,8
122,1263
1220,1085
12200,189
12201,214
12202,83
12203,47
12204,126
12205,228
12206,96
12207,69
12208,122
12209,134
1221,943
12210,139
12211,80
12212,117
12213,122
12214,82
12215,109
12216,90
12217,107
12218,57
12219,48
1222,613
12220,137
12221,160
12222,60
12223,53
12224,77
12225,146
12226,43
12227,26
12228,51
12229,50
1223,533
12230,51
12231,48
12232,38
12233,68
12234,18
12235,45
12236,22
12237,38
12238,28
12239,17
1224,712
12240,67
12241,42
12242,13
12243,24
12244,21
12245,29
12246,7
12247,13
12248,17
12249,16
1225,739
12250,28
12251,29
12252,24
12253,35
12254,10
12255,35
12256,9
12257,28
12258,13
12259,22
1226,613
12260,42
12261,18
12262,16
12263,30
12264,10
12265,34
12266,4
12267,25
12268,16
12269,26
1227,452
12270,14
12271,20
12272,13
12273,22
12274,11
12275,32
12276,6
12277,26
12278,9
12279,27
1228,480
12280,40
12281,12
12282,14
12283,19
12284,16
12285,31
12286,9
12287,25
12288,11
12289,27
1229,453
12290,19
12291,18
12292,8
12293,12
12294,5
12295,5
12296,10
12297,7
12298,20
12299,3
123,1291
1230,563
12300,162
12301,178
12302,92
12303,54
12304,154
12305,146
12306,91
12307,77
12308,145
12309,157
1231,422
12310,132
12311,74
12312,135
12313,121
12314,116
12315,71
12316,110
12317,127
12318,65
12319,45
1232,312
12320,126
12321,126
12322,48
12323,42
12324,80
12325,90
12326,59
12327,50
12328,76
12329,50
1233,373
12330,71
12331,66
12332,53
12333,59
12334,39
12335,25
12336,50
12337,62
12338,39
12339,28
1234,303
12340,82
12341,52
12342,44
12343,31
12344,31
12345,48
12346,32
12347,18
12348,31
12349,31
1235,336
12350,61
12351,40
12352,30
12353,33
12354,17
12355,25
12356,21
12357,20
12358,16
12359,28
1236,287
12360,29
12361,35
12362,24
12363,21
12364,17
12365,15
12366,17
12367,11
12368,27
12369,9
1237,297
12370,22
12371,21
12372,18
12373,9
12374,18
12375,17
12376,24
12377,20
12378,19
12379,8
1238,222
12380,22
12381,14
12382,14
12383,6
12384,7
12385,32
12386,12
12387,12
12388,7
12389,14
1239,226
12390,17
12391,10
12392,8
12393,11
12394,15
12395,14
12396,10
12397,11
12398,15
12399,7
124,1478
1240,423
12400,218
12401,143
12402,80
12403,72
12404,109
